,marketSegment,name,slug,ticker,totalSupply
1466,Blockchain Network,Elixxir,elixxir,XX,
1467,Exchange,Unizen,unizen,ZCX,0
1468,Binance,Rupiah Token,rupiah-token,IDRT,130112000000
1469,Interoperability,Unifi Protocol DAO,unifi-protocol-dao,UNFI,10000000
1470,Lending,XCredit,xcredit,XFYI,0
1471,Trading,Aurox,urus,URUS,1000000
1472,Gaming,Exeedme,exeedme,XED,100000000
1473,DeFi,merkleX,merklex,MKX,
1474,Ethereum,Muse,muse,MUSE,508554
1475,Cryptocurrency,ParallelCoin,parallelcoin,DUO,314718.641345
1476,Protocol,Radix,radix,EXRD,0
1477,Trading,Shadows,shadows,DOWS,39500000
1478,Platform,SparkPoint,sparkpoint,SRK,13656206158.837975
1479,Ethereum,Tenset,tenset,10SET,203940482
1480,Financial,UnFederalReserve,unfederalreserve,ERSDL,454278599.6636339
1481,Blockchain Network,DigiByte,digibyte,DGB,14840428933.234121
1482,DeFi,Ethereum Yield,ethereum-yield,ETHY,500000
1483,Blockchain Service,Project Coin,project-coin,PRJ,56834485.351899
1484,Financial,Bondly,bondly,BONDLY,983620758
1485,Tokenization,DEUS Finance,deus-finance,DEUS,1793062.577204
1486,Infrastructure,Kylin,kylin,KYL,1000000000
1487,Binance,Genesis Shards,genesis-shards,GS,208911248
1488,Decentralized Exchange,Bancor,bancor,BNT,237023418.8360669
1489,,PolygonUSDCoin,p-usd-coin,USDC,34424351583.84238
1490,,PolygonChainLink,p-chainlink,LINK,1000000000
1491,Interoperability,EasyFi,easyfi,EASY,10000000
1492,Data,Ocean Protocol,ocean-protocol,OCEAN,613099141
1493,Decentralized Exchange,1inch,1inch,1INCH,1500000000
1494,Gaming,MMOCoin,mmocoin,MMO,118993176.77355419
1495,Platform,PARSIQ,parsiq,PRQ,310256872
1496,Financial,Paypolitan Token,paypolitan-token,EPAN,94697000
1497,Ethereum,Paint,paint,PAINT,0
1498,Financial,BSCPAD,bscpad,BSCPAD,175600000
1499,,PolygonAave,p-aave,AAVE,16000000
1500,Financial,Iconiq Lab,iconiq-lab-token,ICNQ,20000000
1501,Other,Trustlines Network Token,trustlines,TLN,
1502,DeFi,DEOR,deor,DEOR,0
1503,Other,Acute Angle Cloud,acute-angle-cloud,AAC,1000000000
1504,Exchange,Huobi Pool Token,huobi-pool-token,HPT,9278385982.206
1505,Blockchain Network,CasperLabs,casperlabs,CLX,
1506,Lending,Yield,yield,YLD,0
1507,Ethereum,DEAPcoin,deapcoin,DEP,30000000000
1508,Stablecoin,JUST Stablecoin,just-stablecoin,USDJ,4227158.28542326
1509,Lending,JUST,just,JST,9900000000
1510,Infrastructure,KardiaChain,kardiachain,KAI,5000000000
1511,,Uquid Coin,uquid_coin,UQC,40000000
1512,Interoperability,PCHAIN,pchain,PI,1561546868
1513,,The Force Protocol,forceprotocol,FOR,1000000000
1514,Blockchain Network,Seele-N,seele,SEELE,30000000000
1515,Platform,Revain,revain,REV,85061485689.83401
1516,Financial,Pundi X[new],pundix-new,PUNDIX,258491637.23
1517,Ethereum,Minty Art,minty-art,MINTY,0
1518,DeFi,SURF Finance,surf,SURF,0
1519,Sports,Paris Saint-Germain Fan Token,paris-saint-germain-fan-token,PSG,20000000
1520,Cryptocurrency,I/O Coin,iocoin,IOC,19223851.47434563
1521,Ethereum,Kishu Inu,kishu-inu,KISHU,96889869041250900
1522,Sports,Juventus Fan Toke,juventus-fan-token,JUV,20000000
1523,Decentralized Exchange,Switch,switch,ESH,12113793.0641682
1524,Financial,Flexacoin,flexacoin,FXC,7273713838
1525,,Compound Dai,compound-dai,CDAI,2025596474
1526,,Compound USD Coin,compound-usd-coin,CUSDC,9803299805.03644
1527,,Compound Ether,compound-ether,CETH,0
1528,Protocol,THORChain,thorchain,RUNE,461668422.2248116
1529,Cryptocurrency,Gold Poker,gold-poker,GPKR,6061848.762569
1530,Lending,Ruler Protocol,ruler-protocol,RULER,0
1531,Blockchain Service,Totem,totem,TOTEM,
1532,DeFi,YVS.Finance,yvs-finance,YVS,1853610.554195
1533,Gaming,Smooth Love Potion,small-love-potion,SLP,2525613348
1534,Marketplace,WAX,wax,WAXP,3808079583.5477095
1535,Blockchain Service,Constellation,constellation,DAG,3711998690.36
1536,Smart Contracts,Ethereum Classic,ethereum-classic,ETC,210700000
1537,Financial,FinNexus,finnexus,FNX,176495406.66
1538,Cloud Computing,Render Token,render-token,RNDR,523234919.3944183
1539,,Creditcoin,creditcoin,CTC,667469387.33
1540,Gaming,Yield Guild Games,yield-guild-games,YGG,1000000000
1541,Decentralized Exchange,Peanut,peanut,NUX,50000000
1542,,renBTC,renbtc,RENBTC,
1543,DeFi,Ampleforth Governance Token,ampleforth-governance-token,FORTH,14998897.14455933
1544,Protocol,Olympus,olympus,OHM,1416029
1545,Marketplace,StormX,stormx,STMX,10000000000
1546,Data,Boson Protocol,boson-protocol,BOSON,200000000
1547,Protocol,Super Zero Protocol,super-zero,SERO,628491439
1548,Marketplace,RING X PLATFORM,ring-x-platform,RINGX,404745194
1549,Trading,HEX,hex,HEX,633542658973
1550,DeFi,KINE,kine,KINE,0
1551,DeFi,WaykiChain Governance Coin,waykichain-governance-coin,WGRT,21000000000
1552,Sports,All Sports,all-sports,SOC,1500000000
1553,Decentralized Exchange,Kyber Network Crystal,kyber-network,KNC,177809349.53012875
1554,,Whole Network,whole-network,NODE,10000000000
1555,Exchange,LCX,lcx,LCX,950000000
1556,Marketplace,Treecle,treecle,TRCL,2000000000
1557,Marketplace,Robonomics Web Services,robonomics-web-services,RWS,
1558,Infrastructure,BitCherry,bitcherry,BCHC,10000000000
1559,Financial,BTSE,btse,BTSE,165904711
1560,Gaming,Crowns,crowns,CWS,10000000
1561,Infrastructure,Radicle,radicle,RAD,99999210
1562,Decentralized Exchange,Smoothy,smoothy,SMTY,100000000
1563,Lending,Xend Finance,xend-finance,XEND,200000000
1564,Interoperability,Popsicle Finance,popsicle-finance,ICE,11248229.1
1565,Decentralized Exchange,BakeryToken,bakerytoken,BAKE,289770790.80853105
1566,Platform,Avalanche,avalanche,AVAX,391128418.8675511
1567,Lending,yearn.finance,yearn-finance,YFI,36666
1568,DeFi,NEST Protocol,nest-protocol,NEST,9978035000
1569,Ethereum,Portion,portion,PRT,1500000000
1570,Trading,Orion Protocol,orion-protocol,ORN,100000000
1571,DeFi,reflect.finance,reflect-finance,RFI,9445284.98223265
1572,Cryptocurrency,Dogelon Mars,dogelon,ELON,1000000000000000
1573,Data,Decentr,decentr,DEC,1000000000
1574,Decentralized Exchange,MCDex,mcdex,MCB,2268644
1575,DeFi,Alchemist,alchemist,MIST,1138093
1576,Lending,PlutusDeFi,plutusdefi,PLT,107790337.524
1577,Marketing,LunchMoney,lunchmoney,LMY,189000000
1578,Insurance,Wrapped NXM,wrapped-nxm,WNXM,6899998.77409826
1579,Protocol,Liquidity Dividends Protocol,liquidity-dividends-protocol,LID,0
1580,Social,SHIBA INU,shiba-inu,SHIB,589738956207003.8
1581,Investments,Republic Note,republicnote,RPN,
1582,DeFi,Method Finance,method-finance,MTHD,100000000
1583,Exchange,Bitbns,bitbns,BNS,
1584,Interoperability,Anyswap,anyswap,ANY,100000000
1585,Marketing,WOM Protocol,wom-protocol,WOM,1000000000
1586,DeFi,Tendies,tendies,TEND,7896632.18027489
1587,DeFi,Antiample,antiample,XAMP,
1588,Gaming,Fear NFTs,fear-nfts,FEAR,65000000
1589,Social,Mask Network,mask-network,MASK,100000000
1590,Supply,SUKU,suku,SUKU,1500000000
1591,Exchange,AAX Token,aax-token,AAB,25000000.00000028
1592,Cryptocurrency,Sora,sora,XOR,405503.04511733
1593,Financial,MobileCoin,mobilecoin,MOB,250000000
1594,Prediction Market,Spore Finance,spore-finance,SPORE,16495545592621500
1595,Protocol,Dos Network,dos-network,DOS,949292114.345
1596,Data,bAlpha,balpha,BALPHA,18000.1
1597,Lending,DeFiPie,defipie,PIE,0
1598,Prediction Market,Augur,augur,REP,11000000
1599,Ethereum,Zap,zap,ZAP,520000000
1600,Blockchain Service,Truebit,truebit,TRU,279976074
1601,DeFi,DIA,dia-data,DIA,175583746.1333865
1602,Lending,YAM,yam,YAM v1,13968723.56608403
1603,Tokenization,Fabric,fabric,FAB,500000000
1604,DeFi,CBDAO,cbdao,SBREE,1508819
1605,Gaming,Tacos,tacos,TACO,0
1606,DeFi,RMPL,rmpl,RMPL,706101
1607,Gaming,Ethverse,ethverse,ETHV,36968268.00915949
1608,DeFi,SafeMoon,safemoon,SAFEMOON,1000000000000000
1609,Platform,Keep4r,keep4r,KP4R,100000
1610,DeFi,Coin98,coin98,C98,1000000000
1611,Interoperability,Rivex,rivex,RVX,25000000
1612,Ethereum,Strong,strong,STRONG,523990
1613,DeFi,DXdao,dxdao,DXD,148977
1614,DeFi,Plasma Finance,plasma-finance,PPAY,1000000000
1615,Gaming,Tower,tower-token,TOWER,10000000000
1616,Platform,NEAR Protocol,near-protocol,NEAR,1000000000
1617,Verification,VIDT Datalink,v-id,VIDT,57386799
1618,DeFi,YF Link,yflink,YFL,52000
1619,Social,UREEQA,ureeqa,URQA,100000000
1620,Social,DOGEFI,dogefi,DOGEFI,
1621,Cryptocurrency,Loser Coin,loser-coin,LOWB,60296840158.155594
1622,,Aave SNX,aave-snx,aSNX,
1623,Protocol,DSLA Protocol,dsla-protocol,DSLA,5810763023
1624,Blockchain Network,Waves Enterprise,waves-enterprise,WEST,400000000
1625,Blockchain Network,Casper,casper,CSPR,10473025207
1626,Trading,PowerTrade,powertrade-fuel,PTF,400000000
1627,Blockchain Network,Chia Network,chia-network,XCH,22582025
1628,DeFi,WingShop,wingshop,WING,10000000
1629,DeFi,MixTrust,mixtrust,MXT,10000000000
1630,Platform,XTRABYTES,xtrabytes,XBY,650000000
1631,Interoperability,Keysians Network,keysians-network,KEN,10000000
1632,Gambling,Meme,degenerator,MEME,28000
1633,Social,Force For Fast,force-for-fast,FFF,0
1634,Marketplace,Zelwin,zelwin,ZLW,300000000
1635,DeFi,DefiDollar DAO,defidollar-dao,DFD,100000000
1636,IoT,Jasmy,jasmy,JASMY,50000000000
1637,Exchange,Catex Token,catex-token,CATT,1262219478
1638,Tron,Bridge Oracle,bridge-oracle,BRG,10000000000
1639,,Strike,strike,STRK,6540888
1640,Lending,YAMv2,yam-v2,YAMV2,3726411
1641,Interoperability,Polkadot,polkadot-new,DOT,1103303471.382273
1642,Blockchain Service,SingularityNET,singularitynet,AGIX,1000000000
1643,Lending,YUNo.finance,yuno-finance,YUNO,2648654.44990445
1644,Financial,Oxygen,oxygen,OXY,10000000000
1645,Trading,Fox Trading,fox-trading,FOXT,8487614
1646,DeFi,Raydium,raydium,RAY,555000000
1647,Stablecoin,Liquity USD,liquity-usd,LUSD,719446094.8060437
1648,Trading,Quantfury Token,quantfury-token,QTF,100000000
1649,Infrastructure,Dextoken,dextoken,DEXG,20000
1650,Interoperability,Axis DeFi,axis-defi,AXIS,24000000
1651,Platform,YFIEXCHANGE.FINANCE,yfiexchange-finance,YFIE,0
1652,Infrastructure,Pmeer,pmeer,PMEER,200287810
1653,Lending,HARD Protocol,hard-protocol,HARD,200000000
1654,,WebDollar,webdollar,WEBD,17720086128
1655,Platform,AceD,aced,ACED,250000000
1656,Platform,DegenVC,degenvc,DGVC,0
1657,DeFi,Konomi Network,konomi-network,KONO,100000000
1658,Platform,Growth DeFi,growthdefi,GRO,578946.93182711
1659,Financial,Everest,everest,ID,0
1660,DeFi,Lien,lien,LIEN,0
1661,Platform,Trias Token,trias-token,TRIAS,10000000
1662,DeFi,UniCrypt,uncx,UNCX,47650
1663,Interoperability,Darwinia Network,darwinia-network,RING,2091863854.2448816
1664,Ethereum,Darwinia Commitment Token,darwinia-commitment-token,KTON,78884.59415936
1665,Polkadot,Native Utility Token,native-utility-token,NUT,9998686
1666,Marketplace,Robonomics.network,robonomics-network,XRT,9245229.99494276
1667,Platform,PolkaFoundry,polkafoundry,PKF,200000000
1668,Financial,Rio DeFi,rio-defi,RFUEL,318019580
1669,DeFi,MANTRA DAO,mantra-dao,OM,888888888
1670,Privacy,Automata Network,automata-network,ATA,1000000000
1671,DeFi,Convex Finance,convex-finance,CVX,72047985.02851242
1672,Fund,Indexed Finance,indexed-finance,NDX,10000000
1673,Lending,Venus,venus,XVS,29960733
1674,Decentralized Exchange,Dextrust,dextrust,DETS,0
1675,Interoperability,Syscoin,syscoin,SYS,622398835.1906937
1676,Infrastructure,Marlin,marlin,POND,3184000001
1677,Other,Trade Token X,trade-token-x,TIOX,223534822.66102275
1678,DeFi,Bifrost,bifrost,BNC,3968584074
1679,Marketing,Minter Network,minter-network,BIP,5024626817
1680,Protocol,HAPI,hapi-one,HAPI,511929.20666767
1681,Lending,KIMCHI.finance,kimchi-finance,KIMCHI,2635818075
1682,DeFi,Liquidity Network,liquidity-network,LQD,100000000
1683,Decentralized Exchange,BambooDeFi,bamboo-defi,BAMBOO,0
1684,Ethereum,Gitcoin,gitcoin,GTC,100000000
1685,Blockchain Network,Elrond,elrond-egld,EGLD,22722248
1686,Social,CVCoin,cvcoin,CVN,15000000
1687,Interoperability,Raze Network,raze-network,RAZE,120000000
1688,Platform,DistX,distx,DISTX,50000000
1689,DeFi,Harvest Finance,harvest-finance,FARM,667435.96
1690,Marketing,Props,props,PROPS,696228918.6707555
1691,Lending,OIN Finance,oin-finance,OIN,100000000
1692,Media,Earneo,earneo,RNO,650000000
1693,DeFi,Carrot,carrot,CRT,0
1694,DeFi,YFDAI.FINANCE,yfdai-finance,YF-DAI,21000
1695,Platform,DeFi Bids,defi-bids,BIDS,42696233.08021285
1696,Blockchain Network,TONToken,tontoken,TON,400000000
1697,DeFi,xDai,xdai,STAKE,8408294.30956699
1698,Financial,Celsius ,celsius,CEL,695658160
1699,DeFi,Swerve,swerve,SWRV,17804570.09208354
1700,Gaming,Lepricon,lepricon,L3P,777777777
1701,DeFi,SUN,sun,SUN,19900730
1702,DeFi,DMD,dmd,DMD,0
1703,DeFi,YFFS Finance,yffs,YFFS,0
1704,Exchange,Zeedex,zeedex,ZDEX,10000000
1705,DeFi,DAFI Protocol,dafi-protocol,DAFI,2250000000
1706,DeFi,Anchor Protocol,anchor-protocol,ANC,1000000000
1707,DeFi,JackPool.finance,jackpool-finance,JFI,0
1708,DeFi,BNSD Finance,bnsd-finance,BNSD,11037567.272727
1709,Cloud Storage,Aleph.im,aleph-im,ALEPH,500000000
1710,DeFi,JustLiquidity,justliquidity,JUL,963148.10248
1711,Platform,DefiBox,defibox,BOX,5000000
1712,Financial,Alchemy Pay,alchemy-pay,ACH,10000000000
1713,Infrastructure,Sperax,sperax,SPA,0
1714,Gaming,MyNeighborAlice,myneighboralice,ALICE,100000000
1715,Interoperability,Geeq,geeq,GEEQ,100000000
1716,Interoperability,Swingby,swingby,SWINGBY,975000000
1717,Interoperability,Ferrum Network,ferrum-network,FRM,167258442.187326
1718,Marketing,MiL.k,milk-alliance,MLK,1300000000
1719,DeFi,Hedget,hedget,HGET,1751448
1720,,Krypton Galaxy,krypton-galaxy-coin,KGC,3000000000
1721,Decentralized Exchange,Pangolin,pangolin,PNG,538000000
1722,Ethereum,Base Protocol,base-protocol,BASE,455679.61945696
1723,Smart Contracts,Phala.Network,phala-network,PHA,1000000000
1724,,Digital Fantasy Sports,digital-fantasy-sports,DFS,50000000
1725,Prediction Market,TotemFi,totemfi,TOTM,10000000
1726,DeFi,Nyan Finance,nyan-finance,NYAN,33000
1727,IoT,Waltonchain,waltonchain,WTC,83868854
1728,Cryptocurrency,Symbol,symbol,XYM,7967988929.50477
1729,Masternodes,Peony,peony,PNY,53441252.36380177
1730,Social,DeXe,dexe,DEXE,96504599.33609451
1731,Lending,Wing,wing,WING,3217881.68467581
1732,Trading,Power Index Pool Token,power-index-pool-token,PIPT,199884
1733,Interoperability,Frontier,frontier,FRONT,100000000
1734,Trading,DeFi Pulse Index,defi-pulse-index,DPI,558983.42579149
1735,Smart Contracts,RSK Smart Bitcoin,smart-bitcoin,RBTC,20999763.5577
1736,Cryptocurrency,New BitShares,new-bitshares,NBS,3600000000
1737,Decentralized Exchange,PancakeSwap,pancakeswap,CAKE,242216723.26065087
1738,Interoperability,Linear,linear,LINA,10000000000
1739,DeFi,Samurai,samurai,SAM,30000
1740,DeFi,Float Protocol,float-protocol,BANK,171544.58766721
1741,Cloud Computing,Beowulf,beowulf,BWF,3000000000
1742,Decentralized Exchange,OneSwap DAO Token,oneswap-dao-token,ONES,99995528
1743,DeFi,YAM v3,yamv3,YAM,13835135.41090949
1744,DeFi,yTSLA Finance,ytsla-finance,YTSLA,69590.65623104
1745,Decentralized Exchange,Leverj,leverj,LEV,1000000000
1746,DeFi,Rotten,rotten,ROT,119730874.90069722
1747,Interoperability,pNetwork,pnetwork,PNT,81887979.56580523
1748,Ethereum,NFT,nft,NFT,88888888
1749,Financial,OMG Network,omisego,OMG,140245398.24513277
1750,Gaming,Illuvium,illuvium,ILV,7000000
1751,Decentralized Exchange,Burger Swap,burger-swap,BURGER,17459623.19209532
1752,Protocol,Covalent,covalent,CQT,1000000000
1753,Ethereum,Ethernity Chain,ethernity-chain,ERN,30000000
1754,Trading,Newscrypto,newscrypto,NWC,270050481.2686112
1755,DeFi,cVault.finance,cvault-finance,CORE,10000
1756,DeFi,Lua Token,lua-token,LUA,220199996.1321541
1757,DeFi,Bonded Finance,bonded-finance,BOND,1000000000
1758,Lending,Stater,stater,STR,0
1759,Gaming,Eight Hours,eight-hours,EHRT,0
1760,Mining,Bitcoin Standard Hashrate Token,bitcoin-standard-hashrate-token,BTCST,15000000
1761,Energy,SunContract,sun-contract,SNC,122707502.69296218
1762,Stablecoin,USD Coin,usd-coin,USDC,34424351583.84238
1763,Decentralized Exchange,FOX Token,fox-token,FOX,1000001337
1764,DeFi,Bidao,bidao,BID,2650000000
1765,,Netbox Coin,netbox-coin,NBX,79123821.11776897
1766,Blockchain Network,Mina,mina,MINA,824104972
1767,,EnterCoin,entercoin,ENTRC,6000000
1768,DeFi,Deflect,deflect,DEFLCT,0
1769,Trading,Metaverse Index,metaverse-index,MVI,39602.22521405
1770,,PolygonQuickSwap,p-quickswap,QUICK,1000000
1771,Trading,Step Finance,step-finance,STEP,4000000
1772,Ethereum,FM Gallery,fm-gallery,FMG,0
1773,Decentralized Exchange,Ellipsis,ellipsis,EPS,547436215.570223
1774,Exchange,KuCoin Token,kucoin-shares,KCS,170118638
1775,Jobs,Hyve,hyve,HYVE,99207917.48398775
1776,,PolygonUniswap,p-uniswap,UNI,1000000000
1777,Decentralized Exchange,0x,0x,ZRX,1000000000
1778,Gaming,Dawn Protocol,dawn-protocol,DAWN,76588156.82742885
1779,Gaming,Axie Infinity,axie-infinity,AXS,270000000
1780,Investments,A2DAO,a2dao,ATD,0
1781,Financial,Impossible Finance,impossible-finance,IF,15551000
1782,Gaming,CryptoBlades,cryptoblades,SKILL,1000000
1783,DeFi,OctoFi,octofi,OCTO,800000
1784,DeFi,Niftyx Protocol,shroom-finance,SHROOM,65557424
1785,Gaming,BitGuild PLAT,bitguild-plat,PLAT,9096679264
1786,DeFi,Tellor,tellor,TRB,2112947.8786594
1787,Media,Livepeer,livepeer,LPT,22859012.33252989
1788,Ethereum,Celer,celer-network,CELR,10000000000
1789,Interoperability,Wanchain,wanchain,WAN,193131143.3799713
1790,DeFi,dForce,dforce,DFR,
1791,DeFi,Synthetix Network Token,synthetix-network-token,SNX,215258834.2449152
1792,Gaming,Polyient Games Governance Token,polyient-games-governance-token,PGT,20000
1793,DeFi,Azuki,azuki,AZUKI,11310689.72647731
1794,,Soverain,soverain,SOVE,8248170.48351179
1795,,MX Token,mx-token,MX,550000000
1796,Decentralized Exchange,DDEX,ddex,DDEX,
1797,DeFi,Keydonix,keydonix,KDN,
1798,Protocol,Hedera,hedera-hashgraph,HBAR,50000000000
1799,Cloud Computing,Sparkle,sparkle,SPRKL,70000000
1800,Financial,Haven Protocol,haven-protocol,XHV,14829805
1801,Platform,ECC,eccoin,ECC,24999999999.98309
1802,Cryptocurrency,Zenon,zenon,ZNN,7068957.33822589
1803,Gaming,eBoost,eboostcoin,EBST,99990001.568832
1804,DeFi,Hegic,hegic,HEGIC,3012009888
1805,Blockchain Network,Klaytn,klaytn,KLAY,10720927628.8
1806,Protocol,Phantasma Protocol,phantasma,SOUL,103033489
1807,Platform,Commercium,commercium,CMM,44297171.854904
1808,Cryptocurrency,0xBitcoin,0xbtc,0xBTC,20999984
1809,Financial,DigixDAO,digixdao,DGD,81598.37033715
1810,Financial,ZelCash,zelcash,ZEL,86939300
1811,Cryptocurrency,MicroBitcoin,microbitcoin,MBC,48015783231
1812,Cryptocurrency,Dogecoin,dogecoin,DOGE,132113581229.33951
1813,Blockchain Network,Nexus,nexus,NXS,72027128.310792
1814,Cryptocurrency,Vertcoin,vertcoin,VTC,62652897
1815,Cryptocurrency,Stellite,stellite,XTL,8302966967
1816,Sports,ESBC,esbc,ESBC,31123570
1817,Cryptocurrency,Ravencoin,ravencoin,RVN,10083825000
1818,Privacy,Bitcoin Private,bitcoin-private,BTCP,22815307
1819,Network,Rocket Pool,rocket-pool,RPL,17922514.606585
1820,Cryptocurrency,Pigeoncoin,pigeoncoin,PGN,7514364865
1821,Gaming,NeoWorld Cash,neoworld-cash,NASH,100000000000
1822,Cryptocurrency,SUQA,suqa,SUQA,637719772.761245
1823,DeFi,SynLev,synlev,SYN,83000000
1824,Privacy,Pirate Chain,pirate-chain,ARRR,188171497.73376
1825,Blockchain Network,Semux,semux,SEM,18432369
1826,Privacy,Grin,grin,GRIN,88953840
1827,Cryptocurrency,Vipstar Coin,vipstar-coin,VIPS,63499128193.01
1828,Smart Contracts,Cardano,cardano,ADA,33719282563.077
1829,Masternodes,Stakenet,stakenet,XSN,125370754.18530747
1830,Cloud Storage,Siacoin,siacoin,SC,49373392992
1831,DeFi,Poolz Finance,poolz-finance,POOLZ,5000000
1832,Cryptocurrency,Absolute,absolute,ABS,13454447.9413708
1833,Financial,Holyheld,holyheld,HOLY,100000000
1834,DeFi,Value Liquidity,value-defi-protocol,VALUE,0
1835,Financial,Jarvis Network,jarvis-network,JRT,225861521.29
1836,Privacy,Bitcoin Diamond,bitcoin-diamond,BCD,189492897.953
1837,Real Estate,ACRE,acre,ACRE,4516668.74720128
1838,Financial,Thore Cash,thore-cash,TCH,111111111
1839,Cryptocurrency,InflationCoin,inflationcoin,IFLT,44790092020.0795
1840,Blockchain Network,Giant,giant-coin,GIC,19691476.99345339
1841,Other,smARTOFGIVING,smartofgiving,AOG,2003485057.90082
1842,DeFi,Doki Doki Finance,doki-doki-finance,DOKI,49999.95318328
1843,Gaming,My DeFi Pet,my-defi-pet,DPET,100000000
1844,Blockchain Service,Omnitude,omnitude,ECOM,74413301.337384
1845,Cryptocurrency,XDNA,xdna,XDNA,8822013.56576023
1846,Privacy,PRiVCY,privcy,PRIV,22175970.265768
1847,Financial,XOVBank,xovbank,XOV,150000000
1848,Ethereum,BitCoin One,bitcoin-one,BTCONE,13757704.8560313
1849,Cloud Computing,GridCoin,gridcoin,GRC,428002591.77973
1850,Cryptocurrency,EVOS,evos,EVOS,10606778.39712606
1851,DeFi,Basis Gold Share,basis-gold-share,BSGS,0
1852,Stablecoin,sUSD,susd,SUSD,122242800.98257999
1853,Cryptocurrency,Dimecoin,dimecoin,DIME,555998059584
1854,Decentralized Exchange,Zero Exchange,zero-exchange,ZERO,0
1855,Other,Naka Bodhi Token,naka-bodhi-token,NBOT,100000000
1856,Privacy,NavCoin,nav-coin,NAV,72149757.6422566
1857,Cryptocurrency,Shard,shard,SHARD,77160176.76
1858,Cryptocurrency,Nerva,nerva,XNV,17017723.485
1859,Cryptocurrency,VerusCoin,veruscoin,VRSC,65284944.80551261
1860,Trading,MidasProtocol,midasprotocol,MAS,270540521.4758478
1861,Cryptocurrency,Labh Coin,labh-coin,LABH,13458518714.6272
1862,Insurance,SafeInsure,safeinsure,SINS,21761161.72
1863,Financial,Crypto.com,crypto-com,MCO,31587682.363206
1864,Other,SmartCash,smartcash,SMART,2014903576.72334
1865,Verification,Bridge Protocol,bridge-protocol,IAM,450000000
1866,Gaming,Mist,mist,MIST,1000000000
1867,Cryptocurrency,Amoveo,amoveo,VEO,69838.177447
1868,Interoperability,Ren,ren,REN,999999632.80375
1869,Ontology,Ontology Gas,ontology-gas,ONG,1000000000
1870,Social,Parachute,parachute,PAR,999628334.0000002
1871,E-Commerce,Cazcoin,cazcoin,CAZ,48540693.0894982
1872,Financial,Cashaa,cashaa,CAS,1000000000
1873,Decentralized Exchange,BridgeCoin,bridgecoin,BCO,27000000
1874,Entertainment,CMITCOIN,cmitcoin,CMIT,50000000000
1875,Cryptocurrency,eXPerience Chain,experience-chain,XPC,113215461333
1876,Cryptocurrency,LUXCoin,luxcoin,LUX,13488060.56100637
1877,Gambling,Edgeless,edgeless,EDG,132046997
1878,Platform,ProxyNode,proxynode,PRX,188967825.38375708
1879,Privacy,Verge,verge,XVG,16485386087.83363
1880,Cloud Storage,Shift,shift,SHIFT,0
1881,Decentralized Exchange,DODO,dodo,DODO,1000000000
1882,Gaming,The Abyss,the-abyss,ABYSS,508628132.04107
1883,Stablecoin,TerraUSD,terrausd,UST,4752126948.058758
1884,Blockchain Service,Hydrogen,hydrogen,HYDRO,11111111111
1885,DeFi,Ribbon Finance,ribbon-finance,RBN,1000000000
1886,Media,SingularDTV,singulardtv,SNGLS,1000000000
1887,Platform,Skycoin,skycoin,SKY,25000000
1888,Decentralized Exchange,IDEX,idex,IDEX,1000000000
1889,Privacy,bitcoin2network,bitcoin2network,B2N,1326415282
1890,Blockchain Network,Metaverse ETP,metaverse,ETP,81283738.07022974
1891,Infrastructure,MarcoPolo Protocol,marcopolo-protocol,MAP,10000000000
1892,Infrastructure,Aion,aion,AION,498169829
1893,Cryptocurrency,ImageCoin,imagecoin,IMG,11788946.23379344
1894,Platform,Aragon,aragon,ANT,39609523.80952381
1895,Smart Contracts,NEO,neo,NEO,100000000
1896,Ethereum,Terra Virtua Kolect,terra-virtua-kolekt,TVK,1200000000
1897,Adult,SpankChain,spankchain,SPANK,1000000000
1898,Other,Mercury,mercury,MER,100000000
1899,Financial,YIELD App,yield-app,YLD,131871747
1900,Adult,AdultChain,adultchain,XXX,54917265.9898441
1901,Ethereum,Blockburn,blockburn,BURN,1977738957.6
1902,Cryptocurrency,GINcoin,gincoin,GIN,8027008.285193
1903,Other,NANJCOIN,nanjcoin,NANJ,30000000000
1904,Financial,Merebel,merebel,MERI,6195344.246828
1905,Platform,Project Pai,project-pai,PAI,1784581910
1906,Decentralized Exchange,Kira Network,kira-network,KEX,300000000
1907,Ethereum,Dora Factory,dora-factory,DORA,10000000
1908,Smart Contracts,Harmony,harmony,ONE,13244254652.10068
1909,Gaming,FantasyGold,fantasygold,FGC,177609675
1910,Privacy,ANON,anon,ANON,8554514
1911,Gaming,GameCredits,gamecredits,GAME,200000000
1912,Decentralized Exchange,Bonfida,bonfida,FIDA,998899752.596
1913,Prediction Market,Delphy,delphy,DPY,100000000
1914,Smart Contracts,Ubiq,ubiq,UBQ,42609099.353966
1915,Privacy,PIVX,pivx,PIVX,67542013.31664371
1916,Decentralized Exchange,win.win,win-win,TWINS,4819635323.7067
1917,Network,Sentivate,sentivate,SNTVT,4200000000
1918,Cryptocurrency,OPCoinX,opcoinx,OPCX,163774057.19807637
1919,Cryptocurrency,Blocknode,blocknode,BND,214926181.030019
1920,Privacy,Bitcoin Confidential,bitcoin-confidential,BC,7367797268.15
1921,Decentralized Exchange,Injective Protocol,injective-protocol,INJ,100000000
1922,DeFi,Yeld Finance,yeld-finance,YELD,60000
1923,Masternodes,Energi,energi,NRG,46912604.25480942
